statName交易,statName地图,经度差,纬度差,provName
徐州西,徐州西收费站,0.000028,0.000042,jiangsu
五里牌,五里牌收费站,,,jiangsu
苏浙省界,苏浙省界收费站,0.01289,0.04365,jiangsu
渔湾,渔湾收费站,5.669771,10.439968,jiangsu
马鞍,马鞍收费站,0.004969,0.001686,jiangsu
开城路,开城路收费站,0.006428,0.006271,jiangsu
海安南,海安南收费站,0.006499,0.006134,jiangsu
新安镇,,,,tianjin
兰亭,兰亭收费站,0.00451,0.0026,zhejiang
泗安北,,,,zhejiang
新湾,新湾收费站,0.2236,0.12044,zhejiang
机场主线,,,,zhejiang
王店付,,,,zhejiang
牌头,牌头收费站,0.000713,0.000807,zhejiang
乔司东付,,,,zhejiang
袁浦,袁浦收费站,0,0,zhejiang
黄泽,黄泽收费站,0,0,zhejiang
三墩,三墩收费站,0,0,zhejiang
濮院,濮院收费站,0.002592,0.008246,zhejiang
永嘉,永嘉收费站,0.006559,0.005945,zhejiang
岭下朱,岭下朱收费站,0.30674,0.02149,zhejiang
双林,双林收费站,0.004583,0.002165,zhejiang
仰义,仰义收费站,0.00638,0.00301,zhejiang
龙坞,龙坞收费站,0,0,zhejiang
萧山南,萧山南收费站,0,0,zhejiang
壶镇,壶镇收费站,0.004424,0.001578,zhejiang
大隐付,,,,zhejiang
老余杭,老余杭收费站,0.004492,0.002642,zhejiang
长春,长春收费站,81.525895,81.539432,jilin
菜园子,菜园子收费站,81.099647,81.097671,jilin
大蒲柴河,,,,jilin
光华,,,,jilin
岭下,岭下收费站,76.53089,76.540484,jilin
开安,开安收费站,80.994402,81.009466,jilin
吉林西,,,,jilin
黄松甸,黄松甸收费站,84.094493,84.099185,jilin
怀德,怀德收费站,80.918364,81.002862,jilin
拐脖店,拐脖店收费站,79.544535,79.554376,jilin
梅河口东,梅河口东收费站,83.144702,83.161885,jilin
天南,天南收费站,82.833209,82.843256,jilin
大湾,大湾收费站,18.444586,12.28338,jilin
那丹伯,那丹伯收费站,82.352491,82.358872,jilin
塘沽西分,,,,beijing
廊坊,廊坊收费站,0.000006,0.000005,beijing
台湖主,,,,beijing
沙峪,沙峪收费站,0.006024,0.001504,beijing
南大红门,南大红门收费站,0.001898,0.000006,beijing
梁平西,,,,chongqing
元营,元营收费站,0.006705,0.000998,shanxi
新荣南,新荣南收费站,0.003292,0.002739,shanxi
右卫,右卫收费站,0.008334,0.000331,shanxi
五里墩,,,,shanxi
顿村,顿村收费站,0.27996,0.20189,shanxi
张兰,张兰收费站,0.000063,0.000046,shanxi
临汾北,临汾北收费站,0.005832,0.000185,shanxi
河津东,河津东收费站,0.005804,0.00022,shanxi
运城南,运城南收费站,0.005877,0.000796,shanxi
乐温路南新,,,,jiangxi
耳字壕主线,,,,neimenggu
东港,东港收费站,8.09761,16.985953,guangdong
黄冈,,,,guangdong
雅瑶,,,,guangdong
新龙,,,,guangdong
粤赣,,,,guangdong
合作南,合作南收费站,0.002572,0.000905,gansu
成县,成县收费站,0.044891,0.014661,gansu
礼县,礼县收费站,0.003051,0.001682,gansu
济广豫皖界,,,,henan
G7临白互通,,,,neimenggu
准兴新店子,,,,neimenggu
清水河,清水河收费站,,,neimenggu
冠县西,,,,shandong
威青华山,,,,shandong
昌邑,昌邑收费站,,,shandong
海阳北,海阳北收费站,,,shandong
兰陵北,兰陵北收费站,,,shandong
临沭,临沭收费站,,,shandong
京沪鲁冀,,,,shandong
范县东,范县东收费站,,,shandong
遥墙,遥墙收费站,,,shandong
营海,,,,shandong
辛木,辛木收费站,0.006196,0.000596,hebei
宁乡,宁乡收费站,,,hunan
毛塘,毛塘收费站,,,hunan
朱亭,朱亭收费站,,,hunan
古丈,,,,hunan
吉首北,,,,hunan
大托,,,,hunan
吉首南,吉首南收费站,,,hunan
凤凰,凤凰收费站,11.068688,3.795693,hunan
徐辛庄,徐辛庄收费站,0.00699,0.001123,beijing
白庙主,,,,beijing
三融,三融收费站,0.005987,0.001318,beijing
皇后台,皇后台收费站,0.004591,0.000279,beijing
阎村,阎村收费站,6.287461,6.003663,beijing
六里桥,,,,beijing
香河,香河收费站,0.006492,0.000089,beijing
漳州港,漳州港收费站,,,fujian
德化上涌,,,,fujian
福州东,,,,fujian
龙岩北,龙岩北收费站,,,fujian
长深闽粤,,,,fujian
东山北,东山北收费站,,,fujian
麻沙,麻沙收费站,,,fujian
漳州天宝,漳州天宝收费站,,,fujian
浦建闽赣,,,,fujian
许昌,许昌收费站,,,henan
毛集,毛集收费站,0.006488,0.005899,anhui
水阳,,,,anhui
浮山,浮山收费站,0.468879,7.157411,anhui
曹庄,,,,anhui
黄庄,,,,anhui
腊树,,,,anhui
九梓,九梓收费站,0.18104,0.14475,anhui
芜湖北,芜湖北收费站,0.000523,0.000136,anhui
广德东,,,,anhui
濉溪,濉溪收费站,0.005299,0.001252,anhui
曲阜北,曲阜北收费站,,,shandong
潍坊西,,,,shandong
岚山,,,,shandong
济宁,济宁收费站,,,shandong
中桥,中桥收费站,,,shandong
福山,福山收费站,,,shandong
枣庄东城,枣庄东城收费站,,,shandong
乐陵,,,,shandong
青州北,青州北收费站,,,shandong
乐陵西,,,,shandong
济宁南,,,,shandong
济阳东,,,,shandong
曹县,曹县收费站,,,shandong
济广鲁豫,,,,shandong
桓仁南,桓仁南收费站,0.006148,0.0021,liaoning
G1501迎宾高速,,,,shanghai
大足西,,,,chongqing
静乐,静乐收费站,0.00707,0.00074,shanxi
定襄西,定襄西收费站,0.006187,0.000168,shanxi
五台山北,五台山北收费站,0.248183,0.121065,shanxi
榆次,榆次收费站,0.005955,0.007611,shanxi
云冈,云冈收费站,0.105428,0.042292,shanxi
御西,御西收费站,0.130261,0.064012,shanxi
大同,大同收费站,11.613946,6.087319,shanxi
洪洞西,洪洞西收费站,0.005773,0.000004,shanxi
佃坪,佃坪收费站,0.005293,0.001454,shanxi
永和,永和收费站,2.923148,13.638336,shanxi
侯马,侯马收费站,0.173866,0.029375,shanxi
北留,北留收费站,0.000163,0.000215,shanxi
紫阳B,,,,shaanxi
八里桥,八里桥收费站,0.00488,0.001406,beijing
石门营,石门营收费站,0.006527,0.001471,beijing
青龙湖,青龙湖收费站,0.00627,0.001704,beijing
柳沟河,柳沟河收费站,0.00212,0.000615,gansu
梅力盖图,梅力盖图收费站,,,neimenggu
和县西,,,,anhui
古碑,古碑收费站,0.006453,0.008041,anhui
洛带,,,,sichuan
成雅成都,,,,sichuan
广元东坝,,,,sichuan
达渝大竹,,,,sichuan
柳州东,,,,guangxi
深州西,深州西收费站,0.006449,0.000711,hebei
昌黎南,昌黎南收费站,0.0041,0.005077,hebei
南堡,南堡收费站,0.007587,0.006909,hebei
丰宁,,,,hebei
栾城,栾城收费站,0.005643,0.000388,hebei
百色西,百色西收费站,0.00341,0.002884,guangxi
福旺,,,,guangxi
合浦,合浦收费站,0.004315,0.002604,guangxi
柳州北,柳州北收费站,0.004688,0.002803,guangxi
德保南,德保南收费站,0.003441,0.002351,guangxi
轻纺北,,,,tianjin
东丽湖西,,,,tianjin
芙蓉镇西,芙蓉镇西收费站,,,hunan
花岩溪,,,,hunan
仙溪,,,,hunan
清塘铺,,,,hunan
海安北,,,,jiangsu
井陉,井陉收费站,0.006179,0.00069,hebei
雅康始阳,,,,sichuan
麦岭,,,,guangxi
昌吉,昌吉收费站,0.002785,0.001387,xinjiang
丰城堡,丰城堡收费站,0.001962,0.000568,gansu
洛阳西,,,,henan
天中,,,,henan
遂广蓬溪三凤,,,,sichuan
滨海,滨海收费站,,,tianjin
汉沽西,,,,tianjin
柳新,柳新收费站,0.000061,0.00005,jiangsu
启东北,启东北收费站,0.001155,0.00284,jiangsu
镇江,镇江收费站,0.000609,0.063723,jiangsu
大丰北,,,,jiangsu
镇江南,镇江南收费站,0.011927,0.043039,jiangsu
西山,西山收费站,0.006321,0.006179,jiangsu
管镇,管镇收费站,0.00652,0.005967,jiangsu
盱眙北,盱眙北收费站,0.03518,0.012453,jiangsu
格宜,,,,yunnan
和平村,和平村收费站,0.002698,0.005985,yunnan
迤车,迤车收费站,0.003892,0.007071,yunnan
大塘,,,,guangxi
达渝徐家坝,,,,sichuan
咸水沽,咸水沽收费站,,,tianjin
珠晖北,珠晖北收费站,,,hunan
钟佳桥,钟佳桥收费站,,,hunan
吉首,吉首收费站,,,hunan
梅田,,,,hunan
井坡,,,,hunan
灌溪,,,,hunan
洪江,洪江收费站,,,hunan
桃源,,,,hunan
庙前,庙前收费站,,,hunan
行廊,行廊收费站,,,hunan
G1501叶新公路,,,,shanghai
宝石主线,,,,chongqing
万古,万古收费站,0.006575,0.005992,chongqing
景婺黄路新岗山,,,,jiangxi
梨温路鹰潭西,,,,jiangxi
石吉路泰和北,,,,jiangxi
大雁山,大雁山收费站,0.00517,0.002788,guangdong
福永北,,,,guangdong
海湾大桥,海湾大桥收费站,5.958854,2.702795,guangdong
龙山,龙山收费站,0.180963,0.420453,guangdong
白花,白花收费站,0.003369,0.003163,guangdong
珠玑,珠玑收费站,0.005886,0.003492,guangdong
长洲,,,,guangdong
数码园,,,,guangdong
平远,,,,guangdong
陆丰北,,,,guangdong
宁德北,宁德北收费站,,,fujian
京台闽浙,京台闽浙收费站,,,fujian
永泰东,永泰东收费站,,,fujian
仙游菜溪,仙游菜溪收费站,,,fujian
未央,,,,shaanxi
香王,,,,shaanxi
成渝碑木,,,,sichuan
平果,平果收费站,0.000022,0.00031,guangxi
小平阳,小平阳收费站,0.004424,1.002519,guangxi
全州西,全州西收费站,0.005285,0.003199,guangxi
北流,北流收费站,0.004447,0.002846,guangxi
十字路,十字路收费站,0.004538,0.00254,guangxi
崇左东,,,,guangxi
卜奎,卜奎收费站,0.00067,0.00013,heilongjiang
永乐,永乐收费站,8.231569,6.123541,heilongjiang
五合,五合收费站,0.000345,0.006348,yunnan
北戴河,北戴河收费站,0.004125,0.008419,hebei
香河北,,,,hebei
香河东,,,,hebei
大浪沙,大浪沙收费站,,,xinjiang
二堡,二堡收费站,0.001649,0.001822,xinjiang
哈图匝道,,,,xinjiang
沙井,沙井收费站,2.277176,4.079225,guizhou
黔西东(甘棠),,,,guizhou
贞丰,贞丰收费站,,,guizhou
万山经开区,,,,guizhou
石阡,石阡收费站,,,guizhou
都匀北,都匀北收费站,,,guizhou
小七孔,,,,guizhou
水城经开区,,,,guizhou
玉舍,,,,guizhou
平定,,,,shanxi
定襄北,定襄北收费站,0.006847,0.000201,shanxi
迎西,迎西收费站,0.006612,0.000887,shanxi
西口,西口收费站,0.007111,0.001291,shanxi
蒋村,蒋村收费站,0.007039,0.000501,shanxi
吉县,吉县收费站,0.005507,0.000082,shanxi
芮城东,,,,shanxi
绛县西,绛县西收费站,0.18947,0.18367,shanxi
汾阳西,汾阳西收费站,0.00657,0.006377,shanxi
长治东,长治东收费站,0.006481,0.000149,shanxi
昌奉路南昌西,,,,jiangxi
九景路湖口,,,,jiangxi
泰井路井冈山,,,,jiangxi
昌金路新余,,,,jiangxi
萍洪路萍乡北,,,,jiangxi
都九路二期都昌西,,,,jiangxi
兴赣路南塘,,,,jiangxi
铜万路芳溪,,,,jiangxi
机荷,,,,guangdong
同乐三,,,,guangdong
南坪南,,,,guangdong
下栅,,,,guangdong
小金口,小金口收费站,0.000266,0.009033,guangdong
机场西,,,,guangdong
马踏,马踏收费站,0.005147,0.002587,guangdong
从化北,,,,guangdong
南屏开放,,,,guangdong
山丹西,山丹西收费站,0.001784,0.000787,gansu
赤金,赤金收费站,0.000712,0.000729,gansu
敦煌北,,,,gansu
G1501机场大道,,,,shanghai
G15朱桥,,,,shanghai
木垒,木垒收费站,,,xinjiang
瑞赣路赣县北,,,,jiangxi
太平主线,,,,guangdong
鹤洲北,,,,guangdong
九江,,,,guangdong
九龙山,九龙山收费站,,,henan
西峡,西峡收费站,,,henan
茶店,,,,shaanxi
广邻油炸沟,,,,sichuan
保定南,保定南收费站,0.000016,0.00001,hebei
铜陵大桥,,,,anhui
廉江南,,,,guangdong
安铺东,,,,guangdong
司马浦,,,,guangdong
油溪,,,,guangdong
低窝铺,低窝铺收费站,0.000907,0.000654,gansu
兴户渭河大桥,,,,shaanxi
陕西略阳,,,,shaanxi
陕西佳县,,,,shaanxi
成灌高速友爱,,,,sichuan
广巴普济,,,,sichuan
泸黄西宁,,,,sichuan
西攀黄水,,,,sichuan
遂广武胜金牛,,,,sichuan
内威荣玉皇观,,,,sichuan
内威荣荣县东,,,,sichuan
寸石,,,,hunan
南谷,南谷收费站,,,hunan
兴隆,兴隆收费站,0.514265,7.342073,hunan
潘市,潘市收费站,,,hunan
白水,白水收费站,4.960703,8.984903,hunan
石市,石市收费站,,,hunan
黄沙,,,,hunan
云溪,云溪收费站,,,hunan
灰汤,灰汤收费站,,,hunan
盘龙,,,,yunnan
古鳛国,,,,guizhou
S101省道蚌固一级公路,,,,anhui
阿蓬江,阿蓬江收费站,0.316,0.09085,chongqing
忠县,忠县收费站,0.00635,0.006062,chongqing
倒淌河主线,,,,qinghai
谭庄,谭庄收费站,,,henan
平顶山新城区,平顶山新城区收费站,,,henan
东三环南,,,,henan
告成,,,,henan
宁陵南,,,,henan
丽攀银江,,,,sichuan
丽攀陶家渡,,,,sichuan
梁徐,梁徐收费站,0.006538,0.006288,jiangsu
武进经发区,武进经发区收费站,0.006447,0.006186,jiangsu
水阳,水阳收费站,2.314706,8.678116,jiangsu
阜宁,阜宁收费站,0.007108,0.006128,jiangsu
泗汾,泗汾收费站,,,hunan
马底驿,马底驿收费站,,,hunan
良村,,,,guizhou
王宽,王宽收费站,,,guizhou
黔西,黔西收费站,,,guizhou
中坪,,,,guizhou
营盘,营盘收费站,4.4303,7.397832,guizhou
土城,土城收费站,,,guizhou
铜仁大兴,,,,guizhou
花坪,花坪收费站,,,guizhou
务川,务川收费站,,,guizhou
阿维寨,阿维寨收费站,,,guizhou
正安,,,,guizhou
湄潭东,,,,guizhou
黔西坪子,,,,guizhou
印江东,,,,guizhou
好力堡,,,,neimenggu
赤峰西交接,,,,neimenggu
大山铺,大山铺收费站,,,sichuan
广汉,广汉收费站,,,sichuan
金山,金山收费站,,,sichuan
绵广绵阳,,,,sichuan
乐雅乐山南,,,,sichuan
巴南柳林,,,,sichuan
遂资中和,,,,sichuan
资眉仁美,,,,sichuan
连云港西,连云港西收费站,0.006774,0.005696,jiangsu
芦墟,,,,jiangsu
西善桥,西善桥收费站,0.004899,0.002429,jiangsu
江浦,,,,jiangsu
六合南,六合南收费站,0.000863,0.002386,jiangsu
睢宁北,,,,jiangsu
师宗,,,,yunnan
芙蓉镇,,,,hunan
蒙自西,,,,yunnan
走马,走马收费站,0.000091,0.000017,chongqing
桃花源,桃花源收费站,,,chongqing
板芙,板芙收费站,0.005676,0.002848,guangdong
石湖,,,,guangdong
黄姚,黄姚收费站,0.005078,0.002891,guangxi
思劳,思劳收费站,0.004783,0.003587,guangdong
英歌,英歌收费站,0.008096,0.000759,heilongjiang
迎春,迎春收费站,,,hunan
华容西,华容西收费站,,,hunan
牡丹源,牡丹源收费站,0.103659,0.032935,chongqing
三汇,,,,chongqing
敦寨,,,,guizhou
款场,款场收费站,,,guizhou
惠水,惠水收费站,,,guizhou
雨冲,雨冲收费站,,,guizhou
毕节西,毕节西收费站,,,guizhou
巴南日兴,,,,sichuan
乐自贡井,,,,sichuan
柳桥,柳桥收费站,0.00377,0.002473,guangxi
新福,新福收费站,0.004011,0.003613,guangxi
南宁港,,,,guangxi
糯垌,糯垌收费站,0.005122,0.002511,guangxi
百色东,百色东收费站,0.000065,0.000301,guangxi
大寺,大寺收费站,0.00391,0.002511,guangxi
龙岗,龙岗收费站,,,guangdong
唐家,唐家收费站,0.044481,0.079991,guangdong
成雅太平,,,,sichuan
杨家,杨家收费站,,,sichuan
大新西,,,,guangxi
波寨,波寨收费站,0.004259,0.002983,guangxi
成雅双流南,,,,sichuan
高寺,,,,sichuan
石湍,,,,sichuan
广南南部,,,,sichuan
成自泸石洞,,,,sichuan
黄梅南,黄梅南收费站,,,hubei
安陆,安陆收费站,,,hubei
S2大叶公路,,,,shanghai
麦格,,,,guizhou
桐木岭,桐木岭收费站,,,guizhou
六龙,六龙收费站,,,guizhou
望谟西,,,,guizhou
施岗,施岗收费站,,,hubei
芭蕉,芭蕉收费站,,,hubei
岑松,岑松收费站,,,guizhou
台江,台江收费站,,,guizhou
新场,新场收费站,,,guizhou
九江二桥八里湖,,,,jiangxi
德昌路余干,,,,jiangxi
田心,田心收费站,2.456516,0.258619,guangdong
汶村,汶村收费站,0.004982,0.002738,guangdong
葵涌,葵涌收费站,0.004977,0.002633,guangdong
塘明,塘明收费站,0.004878,0.003,guangdong
沙太,,,,guangdong
山前南,,,,guangdong
广州南,,,,guangdong
白泥坑,白泥坑收费站,0.004947,0.002655,guangdong
北七家,北七家收费站,0.006213,0.001459,beijing
昌平西关,昌平西关收费站,0.006295,0.00132,beijing
临泽,临泽收费站,0.002035,0.00996,gansu
闽清梅溪,闽清梅溪收费站,,,fujian
下沙,下沙收费站,,,fujian
茌平,茌平收费站,,,shandong
惠民西,,,,shandong
菏泽新东,,,,shandong
荆姚,,,,shaanxi
兴平,,,,shaanxi
陕西壶口,,,,shaanxi
港口,,,,shaanxi
直罗,,,,shaanxi
彭镇,,,,shaanxi
镇安,,,,shaanxi
梁村塬,,,,shaanxi
紫阳,,,,shaanxi
大保当,,,,shaanxi
古城滩,,,,shaanxi
乾坤湾,,,,shaanxi
五桥,,,,chongqing
泽州,泽州收费站,0.000556,0.000219,shanxi
晋城西,晋城西收费站,0.000275,0.000026,shanxi
奉铜路花桥,,,,jiangxi
九绕路姑塘,,,,jiangxi
寻全路虎山,,,,jiangxi
宁定路靖石,,,,jiangxi
东昌路东乡西,,,,jiangxi
一塔拉主线,,,,qinghai
巴润别立主线,,,,neimenggu
成乐乐山北,,,,sichuan
德仁务,德仁务收费站,0.002069,0.004043,beijing
马坊,马坊收费站,0.006411,0.001488,beijing
小圣庙,小圣庙收费站,0.005957,0.00128,beijing
科技园,科技园收费站,14.71474,15.06316,beijing
陈庄,陈庄收费站,0.005421,0.001145,beijing
石峡,石峡收费站,0.003631,0.001706,gansu
金昌,金昌收费站,0.002035,0.000933,gansu
下汤西,下汤西收费站,,,henan
洛阳,洛阳收费站,,,henan
大路北,大路北收费站,,,neimenggu
临沂,临沂收费站,,,shandong
聊城开发,,,,shandong
莱泰杨庄,,,,shandong
嘉祥西,,,,shandong
乳山,乳山收费站,,,shandong
临沂东,临沂东收费站,,,shandong
东平南,东平南收费站,,,shandong
乐陵南,乐陵南收费站,,,shandong
聊城北,,,,shandong
德商鲁冀,,,,shandong
牛溪埠,牛溪埠收费站,,,shandong
夏庄,夏庄收费站,,,shandong
红石崖,,,,shandong
雁塔,,,,shaanxi
宜叙长宁,,,,sichuan
兴隆,兴隆收费站,4.568705,4.279353,sichuan
都汶玉堂,,,,sichuan
西攀米易,,,,sichuan
丽攀民主,,,,sichuan
巴广渝大寅,,,,sichuan
巴广渝伏龙,,,,sichuan
凯里北,凯里北收费站,,,guizhou
仁怀北,仁怀北收费站,,,guizhou
润城北,润城北收费站,0.004271,0.001038,shanxi
陵川,陵川收费站,0.000053,0.000079,shanxi
阳泉东,阳泉东收费站,0.00202,0.00065,shanxi
云竹湖,云竹湖收费站,0.029574,0.009693,shanxi
榆社东,榆社东收费站,0.005032,0.001477,shanxi
桐峪,,,,shanxi
平安匝道,,,,qinghai
临空经济园,,,,qinghai
哈毕日嘎,哈毕日嘎收费站,,,neimenggu
沙头,沙头收费站,0.006111,0.002931,guangdong
霖磐,霖磐收费站,0.000501,0.000222,guangdong
更合东,更合东收费站,0,0,guangdong
桃源,桃源收费站,,,guangdong
固原,固原收费站,,,ningxia
连霍豫皖界,,,,henan
开封东,开封东收费站,,,henan
郑州柳林,,,,henan
航海路,航海路收费站,,,henan
惠济,惠济收费站,,,henan
黟县,黟县收费站,0.05833,0.16459,anhui
临泉,临泉收费站,0.008058,0.002879,anhui
葫芦岛,葫芦岛收费站,0.005382,0.00161,liaoning
营城子,营城子收费站,5.49125,1.372938,liaoning
惠州,惠州收费站,5.321126,18.895455,liaoning
康平北,康平北收费站,0.00627,0.002363,liaoning
包家屯,包家屯收费站,0.005314,0.001987,liaoning
杨树湾,杨树湾收费站,0.005736,0.002795,liaoning
满都户,满都户收费站,0.004957,0.002067,liaoning
三面船,三面船收费站,0.006038,0.002323,liaoning
二十里堡,二十里堡收费站,0.005088,0.000993,liaoning
巴南恩阳,,,,sichuan
长山头,长山头收费站,,,ningxia
宣和,宣和收费站,,,ningxia
孟家湾,孟家湾收费站,4.722202,1.139838,ningxia
藁城兴华路,,,,hebei
沽源,,,,hebei
信安,信安收费站,0.006998,0.005725,hebei
围场北主线,,,,hebei
万宜路万载南,,,,jiangxi
寻全路寻乌北,,,,jiangxi
寻全路安远,,,,jiangxi
泰赣路韶口,,,,jiangxi
昌西环路梅岭,,,,jiangxi
昌樟路梅林,,,,jiangxi
昌樟路丰城,,,,jiangxi
鹰瑞路北段龙虎山,,,,jiangxi
温沙路上塘,,,,jiangxi
火村北,,,,guangdong
太平北,,,,guangdong
蓬陵,蓬陵收费站,0.004649,0.003133,guangdong
西樵,西樵收费站,0.015644,0.048026,guangdong
庆阳南,庆阳南收费站,0.005364,0.000035,gansu
桐柏东,桐柏东收费站,,,henan
济阳西,济阳西收费站,,,shandong
鄄城,,,,shandong
菏泽北,,,,shandong
临清东,,,,shandong
廊坊空港,,,,hebei
